"","job_skills","count"
"8200","dcim data entry",1
"8201","dcim tool audit",1
"8202","dcrm",1
"8203","dd214",1
"8204","ddd",1
"8205","ddr memory",1
"8206","de novo design",1
"8207","de/normalized design",1
"8208","dea",1
"8209","dea regulations",1
"8210","deadline adherence",1
"8211","deadline meeting",1
"8212","dealer interaction",1
"8213","dealer parts demand & inventory management",1
"8214","dealing with ambiguity",1
"8215","debezium",1
"8216","debian",1
"8217","debtor behavior analysis",1
"8218","debugging skills",1
"8219","debugging tools",1
"8220","decentralised systems",1
"8221","decentralization",1
"8222","decentralized data clouds",1
"8223","decision aid tools",1
"8224","decision analytics",1
"8225","decision forests",1
"8226","decision optimization",1
"8227","decision support models",1
"8228","decision systems",1
"8229","decision theory",1
"8230","decision tree",1
"8231","decision tree modeling",1
"8232","decisionbased optimization",1
"8233","decisionmaking processes",1
"8234","decisionmaking skills",1
"8235","declaration of helsinki",1
"8236","declarative markup",1
"8237","declassification solutions",1
"8238","decommissioning & disposal",1
"8239","decomposition approaches",1
"8240","dedoose",1
"8241","deep investigations",1
"8242","deep learning architectures",1
"8243","deep learning model architectures",1
"8244","deep learning neural networks",1
"8245","deep learning techniques",1
"8246","deep learning tools",1
"8247","deep neural networks/ back propagation",1
"8248","deep reinforcement learning",1
"8249","deepdive analyses",1
"8250","deepdive marketing channel analysis",1
"8251","deeplearning",1
"8252","defect tracking",1
"8253","defective components",1
"8254","defective part identification",1
"8255","defective spare identification",1
"8256","defense",1
"8257","defense acquisition workforce improvement act (dawia)",1
"8258","defense and government",1
"8259","defense and security sector",1
"8260","defense industry standards",1
"8261","defense systems",1
"8262","deferred compensation programs",1
"8263","defi protocols",1
"8264","deficiencies",1
"8265","define.xml",1
"8266","degree in finance",1
"8267","degree in technology",1
"8268","degreed",1
"8269","dei metrics",1
"8270","deidentification",1
"8271","deinstallation",1
"8272","delegate as needed",1
"8273","delegation",1
"8274","delegation skills",1
"8275","deliverable coordination",1
"8276","deliverables",1
"8277","delivery",1
"8278","dell boomi integration platformasaservice",1
"8279","dell emc storage",1
"8280","dell emc vxrail",1
"8281","dell os10 0s9 and 0s6",1
"8282","dell vnx series storage arrays",1
"8283","dell/emc certifications",1
"8284","delta architecture",1
"8285","delta lakehouse",1
"8286","delta lakes",1
"8287","delta tables",1
"8288","deltek costpoint cognos",1
"8289","dem",1
"8290","demand analysis",1
"8291","demand management",1
"8292","demand response",1
"8293","demand side platform (dsp)",1
"8294","demand tools",1
"8295","demo",1
"8296","demo day",1
"8297","demographic analyses",1
"8298","demographics",1
"8299","demographics data",1
"8300","denials",1
"8301","denormalized models",1
"8302","denormalized operations",1
"8303","denovo lcms",1
"8304","densityfunctional theory",1
"8305","dental coverage",1
"8306","dental test",1
"8307","department staff",1
"8308","dependability",1
"8309","dependency",1
"8310","dependency injection",1
"8311","dependent accounts",1
"8312","dependent care flexible spending accounts",1
"8313","deployable applications",1
"8314","deploying models to production",1
"8315","deployment coordination",1
"8316","deployment orchestration",1
"8317","deployment pipelines",1
"8318","deployment software",1
"8319","deployment technologies",1
"8320","deployment to cloud",1
"8321","der data streams",1
"8322","der valuation studies",1
"8323","derby",1
"8324","derived tables",1
"8325","description",1
"8326","descriptive analytical models",1
"8327","descriptive models",1
"8328","design and code review",1
"8329","design approach selection",1
"8330","design control",1
"8331","design decision making",1
"8332","design documentation",1
"8333","design for six sigma",1
"8334","design journals",1
"8335","design of experiments (doe)",1
"8336","design reviews",1
"8337","design sessions",1
"8338","design skills",1
"8339","design specifications",1
"8340","design verification",1
"8341","designing a/b tests",1
"8342","desirable personal qualities",1
"8343","desktop advertising",1
"8344","desktop software (ms office access)",1
"8345","desktop tools",1
"8346","detail focus",1
"8347","detail observation",1
"8348","detailed implementation",1
"8349","detailing processes",1
"8350","deterministic matching",1
"8351","deterministic optimization",1
"8352","dev/ops",1
"8353","developing ml models",1
"8354","developing products",1
"8355","developing proofofconcepts",1
"8356","developing reports",1
"8357","development analysis",1
"8358","development environment",1
"8359","development execution and analysis of inventory management simulations",1
"8360","development experience",1
"8361","development of complex ui elements",1
"8362","development sign off",1
"8363","development tools",1
"8364","deviation investigations",1
"8365","device physics",1
"8366","device regulatory requirements",1
"8367","device42",1
"8368","devops agile",1
"8369","devops ci/cd",1
"8370","devops containerization",1
"8371","devops engineers",1
"8372","devops pipelines",1
"8373","devops practices",1
"8374","devops tool chain (jenkins artifactory ansible/chef/puppet/spinnaker maven/gradle atlassian tool suite)",1
"8375","devops tool chains and processes",1
"8376","dex",1
"8377","dexterity",1
"8378","dfp",1
"8379","dfsms",1
"8380","dhcp",1
"8381","dhcs rules and regulations",1
"8382","dhtml",1
"8383","diagnostic analysis",1
"8384","diagnostic models",1
"8385","diagnostic patterns",1
"8386","diagnostic tests",1
"8387","diagramming",1
"8388","dialysis industry",1
"8389","dictionary uploads",1
"8390","differenceindifference",1
"8391","different storage formats (parquet etc.)",1
"8392","different types of classes",1
"8393","differential privacy",1
"8394","diffusion models",1
"8395","digital advertising",1
"8396","digital and retail media advertising tools",1
"8397","digital and sales force execution data",1
"8398","digital attribution",1
"8399","digital banking",1
"8400","digital biomarkers development",1
"8401","digital campaigns",1
"8402","digital curation",1
"8403","digital data architecture",1
"8404","digital experience",1
"8405","digital fraud",1
"8406","digital growth initiatives",1
"8407","digital marketing platforms",1
"8408","digital marketing tools",1
"8409","digital media metrics",1
"8410","digital models",1
"8411","digital outofhome (dooh) advertising",1
"8412","digital pathology",1
"8413","digital preservation",1
"8414","digital product design",1
"8415","digital security",1
"8416","digital signatures",1
"8417","digital soil mapping",1
"8418","digital technologies",1
"8419","digital tools",1
"8420","digital workplace",1
"8421","digitalocean",1
"8422","digitization",1
"8423","dimension tables",1
"8424","dimensional and star schema",1
"8425","dimensional data model",1
"8426","dimensional data models",1
"8427","dimensional database modeling",1
"8428","dimensional schemas",1
"8429","dimensional warehousing",1
"8430","diplomacy",1
"8431","diplomatic skills",1
"8432","direct deposit",1
"8433","direct mail marketing",1
"8434","direct marketing",1
"8435","direction bringing",1
"8436","direction giving",1
"8437","disa stigs",1
"8438","disability and life insurance",1
"8439","disabled applicants",1
"8440","disaster recovery (dr)",1
"8441","disaster relief",1
"8442","discernment",1
"8443","discharge planning",1
"8444","discovery",1
"8445","discovery consultant",1
"8446","discrepancies",1
"8447","discrete event simulators",1
"8448","discretion",1
"8449","discriminative ai",1
"8450","discussion forums",1
"8451","disease diagnosis",1
"8452","disease mapping",1
"8453","disease pathways",1
"8454","disease prediction",1
"8455","disease prevention",1
"8456","disease signatures",1
"8457","diseasecausing variants",1
"8458","disparate impact testing",1
"8459","display",1
"8460","display ads",1
"8461","dissemination",1
"8462","dissolution",1
"8463","dissolutions",1
"8464","distributed cloud",1
"8465","distributed compute services",1
"8466","distributed computing principles",1
"8467","distributed computing systems",1
"8468","distributed data ecosystem (spark hive presto)",1
"8469","distributed data processing frameworks",1
"8470","distributed data technologies",1
"8471","distributed databases",1
"8472","distributed databases (snowflake redshift bitquery)",1
"8473","distributed datafocused analytics",1
"8474","distributed datasets",1
"8475","distributed datastores",1
"8476","distributed energy resources",1
"8477","distributed fileaid data privacy",1
"8478","distributed ingestion stack",1
"8479","distributed ledgers",1
"8480","distributed platforms",1
"8481","distributed query engine",1
"8482","distributed sql",1
"8483","distributed sql processing frameworks",1
"8484","distributed storage",1
"8485","distributed storage systems",1
"8486","distributed systems (e.g. hadoop)",1
"8487","distributed systems architecture",1
"8488","distributed team",1
"8489","distributed tracing",1
"8490","distribution",1
